term_name,definition,definition_source,definition_source_text,definition_source_link,related_terms,canonical_uri,widoco_link,source_version,source_timestamp,query_checksum
European age notation,"Salmon age notation that records freshwater years followed by ocean years (for example, 1.2).",https://www.pac.dfo-mpo.gc.ca/fm-gp/fraser/docs/archiv-reports-rapports/indigenous-autochtone/2010FrasRvrChkInformDoc.htm,,https://www.pac.dfo-mpo.gc.ca/fm-gp/fraser/docs/archiv-reports-rapports/indigenous-autochtone/2010FrasRvrChkInformDoc.htm,Age notation (broader) [https://w3id.org/gcdfo/salmon#AgeNotation]; Age notation scheme (inScheme) [https://w3id.org/gcdfo/salmon#AgeNotationScheme],https://w3id.org/gcdfo/salmon#EuropeanAgeNotation,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#EuropeanAgeNotation,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Expansion/Mathematical Operations,Applies expansion factors or arithmetic transforms to a base count/index.,,,,Escapement Estimate Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateMethodScheme]; Estimate Method (broader) [https://w3id.org/gcdfo/salmon#EstimateMethod],https://w3id.org/gcdfo/salmon#ExpansionMathematicalOperations,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ExpansionMathematicalOperations,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Exploitation rate,"Expressed as a percentage, the proportion of the total return of adult salmon in a given year that die as a result of fishing activity.",Fisheries and Oceans Canada. (2019). Government of Canada. Pacific Salmon - Glossary. https://www.pac.dfo-mpo.gc.ca/fm-gp/salmon-saumon/gloss-eng.html. [Accessed 09-10-2025] ,Fisheries and Oceans Canada. (2019). Government of Canada. Pacific Salmon - Glossary. https://www.pac.dfo-mpo.gc.ca/fm-gp/salmon-saumon/gloss-eng.html. [Accessed 09-10-2025] ,,Target or limit rate or abundance (subClassOf) [https://w3id.org/gcdfo/salmon#TargetOrLimitRateOrAbundance],https://w3id.org/gcdfo/salmon#ExploitationRate,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ExploitationRate,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Fish Stocks Provisions,"Legal provisions in Canada's Fisheries Act and regulations related to maintaining and rebuilding fish stocks, including obligations triggered when reference points are breached.",,,,Policy framework (broader) [https://w3id.org/gcdfo/salmon#PolicyFramework]; Policy framework scheme (inScheme) [https://w3id.org/gcdfo/salmon#PolicyFrameworkScheme],https://w3id.org/gcdfo/salmon#FishStockProvisions,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#FishStockProvisions,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Fixed Site Census (Electronic),"Automated counting at a constrained opening using electronic/optical counters, resistivity counters, or video/camera systems. QA review of automated events, cross-section coverage, and uptime/coverage are documented.",,,,Enumeration Method (broader) [https://w3id.org/gcdfo/salmon#EnumerationMethod]; Escapement Enumeration Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EnumerationMethodScheme],https://w3id.org/gcdfo/salmon#FixedSiteCensusElectronic,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#FixedSiteCensusElectronic,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Fixed Site Census (Manual),Salmon are guided through a controlled opening in a fence/weir where trained observers visually tally each passage event on a continuous or daily schedule. Counting chambers/windows and SIL/SEN daily logs document coverage; bypass routes are monitored and closed where possible.,,,,Enumeration Method (broader) [https://w3id.org/gcdfo/salmon#EnumerationMethod]; Escapement Enumeration Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EnumerationMethodScheme],https://w3id.org/gcdfo/salmon#FixedSiteCensusManual,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#FixedSiteCensusManual,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Fixed‑Station Tally,Seasonal total = roll‑up of daily/continuous counts from a fixed (non‑sonar) station; simple arithmetic with documented coverage.,,,,Escapement Estimate Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateMethodScheme]; Estimate Method (broader) [https://w3id.org/gcdfo/salmon#EstimateMethod],https://w3id.org/gcdfo/salmon#FixedStationTally,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#FixedStationTally,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Freshwater age dimension,Age value represents years spent in freshwater.,,,,Age dimension (broader) [https://w3id.org/gcdfo/salmon#AgeDimension]; Age dimension scheme (inScheme) [https://w3id.org/gcdfo/salmon#AgeDimensionScheme],https://w3id.org/gcdfo/salmon#FreshwaterAgeDimension,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#FreshwaterAgeDimension,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
GenerationalAverageAbundance,Mean spawner abundance across the most recent generation-length years used as the numerator for WSP benchmark ratios.,Source documented in WSP integration proposal,Source documented in WSP integration proposal,https://github.com/sos-program/WSP-Metrics-Pkg,Observed rate or abundance (subClassOf) [https://w3id.org/gcdfo/salmon#ObservedRateOrAbundance],https://w3id.org/gcdfo/salmon#GenerationalAverageAbundance,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#GenerationalAverageAbundance,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Gilbert-Rich age notation,"Salmon age notation where total age is annotated with freshwater years as a subscript-like suffix (for example, 4_2 for total age 4 with 2 freshwater years).",https://www.pac.dfo-mpo.gc.ca/fm-gp/fraser/docs/archiv-reports-rapports/indigenous-autochtone/2010FrasRvrChkInformDoc.htm,,https://www.pac.dfo-mpo.gc.ca/fm-gp/fraser/docs/archiv-reports-rapports/indigenous-autochtone/2010FrasRvrChkInformDoc.htm,Age notation (broader) [https://w3id.org/gcdfo/salmon#AgeNotation]; Age notation scheme (inScheme) [https://w3id.org/gcdfo/salmon#AgeNotationScheme],https://w3id.org/gcdfo/salmon#GilbertRichAgeNotation,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#GilbertRichAgeNotation,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
has population,Relates a Conservation Unit to one of its constituent populations.,,,,,https://w3id.org/gcdfo/salmon#hasPopulation,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#hasPopulation,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Hatchery-origin,Individuals that were born or reared in a hatchery facility.,DFO. (2018). Review of genetically based targets for enhanced contributions to Canadian Pacific Chinook Salmon populations. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2018/001. (Erratum: October 2023),DFO. (2018). Review of genetically based targets for enhanced contributions to Canadian Pacific Chinook Salmon populations. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2018/001. (Erratum: October 2023),,Salmon origin (broader) [https://w3id.org/gcdfo/salmon#SalmonOrigin]; Salmon Origin Scheme (inScheme) [https://w3id.org/gcdfo/salmon#SalmonOriginScheme],https://w3id.org/gcdfo/salmon#HatcheryOrigin,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#HatcheryOrigin,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
High confidence,Rapid status confidence category indicating that high-quality abundance metrics support the result.,,,,Rapid status confidence scheme (inScheme) [https://w3id.org/gcdfo/salmon#RapidStatusConfidenceScheme],https://w3id.org/gcdfo/salmon#RapidStatusConfidenceHigh,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RapidStatusConfidenceHigh,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Hydroacoustic Modelling,Model pipeline converts sonar detections to passage totals; sets range/angle/blind zones; species/size attribution rules documented.,,,,Escapement Estimate Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateMethodScheme]; Estimate Method (broader) [https://w3id.org/gcdfo/salmon#EstimateMethod],https://w3id.org/gcdfo/salmon#HydroacousticModelling,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#HydroacousticModelling,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Hydroacoustic Sonar Count,"Sonar detections (ARIS, DIDSON, or other hydroacoustic systems) with documented coverage, visibility/noise conditions, and uptime. Raw detections require processing through a modelling/classification pipeline.",,,,Enumeration Method (broader) [https://w3id.org/gcdfo/salmon#EnumerationMethod]; Escapement Enumeration Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EnumerationMethodScheme],https://w3id.org/gcdfo/salmon#HydroacousticSonarCount,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#HydroacousticSonarCount,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
In-river phase,Freshwater in-river phase (migration and/or residence) outside the marine environment.,,,,Life phase (broader) [https://w3id.org/gcdfo/salmon#LifePhase]; Life phase scheme (inScheme) [https://w3id.org/gcdfo/salmon#LifePhaseScheme],https://w3id.org/gcdfo/salmon#InRiverPhase,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#InRiverPhase,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Indicator river,"Indicator streams are those that have been identified in some Regions as providing more reliable indices of spawner abundance. Indicator streams tend to give relatively accurate annual spawner abundance estimates, given that they use higher quality methodologies and are more intensively/regularly surveyed. Indicator streams are also assumed to be representative of spawner returns to other streams in close geographic proximity.",https://www.salmonexplorer.ca/methods/glossary.html,,https://www.salmonexplorer.ca/methods/glossary.html,,https://w3id.org/gcdfo/salmon#IndicatorRiver,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#IndicatorRiver,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Infill Method,Interpolation used for missing data; defensibility must be documented,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#InfillMethod,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#InfillMethod,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Life phase,"A phase or segment used to stratify salmon measurements by where or when they apply (e.g., ocean phase, terminal phase).",,,,Life phase scheme (inScheme) [https://w3id.org/gcdfo/salmon#LifePhaseScheme],https://w3id.org/gcdfo/salmon#LifePhase,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#LifePhase,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Life phase scheme,"Controlled vocabulary for life-phase or fishery/migration segment qualifiers used to stratify measurements (e.g., ocean, terminal, mainstem).",,,,,https://w3id.org/gcdfo/salmon#LifePhaseScheme,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#LifePhaseScheme,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Limit reference point,"A fish stock experiencing serious harm may be depleted to the point where it has impaired productivity or reproductive capacity. As a result, the stock would be less resilient to fishing and could not easily rebuild. Serious harm may be irreversible, or only slowly reversible over the long-term, and can be due to fishing, other human-induced impacts, or natural causes. Under the Precautionary Approach policy and the Fish Stocks Provisions (FSPs), breaching the LRP is a trigger for a rebuilding plan.",Fisheries and Oceans Canada. (2024). Introduction to Stock Assessment - Glossary. https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/glossary-glossaire/index-eng.html. [Accessed 09-10-2025].,Fisheries and Oceans Canada. (2024). Introduction to Stock Assessment - Glossary. https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/glossary-glossaire/index-eng.html. [Accessed 09-10-2025].,,Reference point (subClassOf) [https://w3id.org/gcdfo/salmon#ReferencePoint],https://w3id.org/gcdfo/salmon#LimitReferencePoint,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#LimitReferencePoint,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
LongTermTrendMetric,WSP long-term trend metric computed from trend-designated wild spawner series to support rapid status determination.,Source documented in WSP integration proposal,Source documented in WSP integration proposal,https://github.com/sos-program/WSP-Metrics-Pkg,Observed rate or abundance (subClassOf) [https://w3id.org/gcdfo/salmon#ObservedRateOrAbundance],https://w3id.org/gcdfo/salmon#LongTermTrendMetric,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#LongTermTrendMetric,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Low confidence,"Rapid status confidence category indicating limited supporting data (for example, derived from trend metrics alone).",,,,Rapid status confidence scheme (inScheme) [https://w3id.org/gcdfo/salmon#RapidStatusConfidenceScheme],https://w3id.org/gcdfo/salmon#RapidStatusConfidenceLow,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RapidStatusConfidenceLow,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Lower benchmark,"A lower-threshold benchmark value, typically delineating the boundary between Red and Amber status zones.",,,,Benchmark Level Scheme (inScheme) [https://w3id.org/gcdfo/salmon#BenchmarkLevelScheme],https://w3id.org/gcdfo/salmon#LowerBenchmark,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#LowerBenchmark,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Lower biological benchmark,Lower benchmark value for a metric used to delineate Wild Salmon Policy status zones (typically the boundary between Red and Amber zones).,Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf,Metric benchmark (subClassOf) [https://w3id.org/gcdfo/salmon#MetricBenchmark],https://w3id.org/gcdfo/salmon#LowerBiologicalBenchmark,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#LowerBiologicalBenchmark,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Mainstem phase,Freshwater mainstem migration phase in a river system (often corresponding to mainstem in-river fisheries or monitoring segments).,,,,Life phase (broader) [https://w3id.org/gcdfo/salmon#LifePhase]; Life phase scheme (inScheme) [https://w3id.org/gcdfo/salmon#LifePhaseScheme],https://w3id.org/gcdfo/salmon#MainstemPhase,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MainstemPhase,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Management reference context,Measurement context indicating values are management benchmarks or reference-oriented metrics.,,,,Measurement context (broader) [https://w3id.org/gcdfo/salmon#MeasurementContext]; Measurement context scheme (inScheme) [https://w3id.org/gcdfo/salmon#MeasurementContextScheme],https://w3id.org/gcdfo/salmon#ManagementReferenceContext,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ManagementReferenceContext,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Mark-Recapture Analysis,"Capture-recapture estimators (Petersen, Jolly-Seber, open/Bayesian models) applied to field marks/recoveries.",,,,Escapement Estimate Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateMethodScheme]; Estimate Method (broader) [https://w3id.org/gcdfo/salmon#EstimateMethod],https://w3id.org/gcdfo/salmon#MarkRecaptureAnalysis,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MarkRecaptureAnalysis,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Mark-Recapture Assumptions,MR assumptions not evaluated,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#MarkRecaptureAssumptions,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MarkRecaptureAssumptions,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Mark-Recapture Field Program,Field program involving marking and subsequent recapture/recovery of tagged fish with documented assumptions and recovery coverage.,,,,Enumeration Method (broader) [https://w3id.org/gcdfo/salmon#EnumerationMethod]; Escapement Enumeration Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EnumerationMethodScheme],https://w3id.org/gcdfo/salmon#MarkRecaptureFieldProgram,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MarkRecaptureFieldProgram,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Measurement context,A context qualifier used to disambiguate the interpretation of a measurement column.,,,,Measurement context scheme (inScheme) [https://w3id.org/gcdfo/salmon#MeasurementContextScheme],https://w3id.org/gcdfo/salmon#MeasurementContext,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MeasurementContext,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Measurement context scheme,"Controlled vocabulary for compositional measurement context qualifiers (for example, catch context, run context).",,,,,https://w3id.org/gcdfo/salmon#MeasurementContextScheme,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MeasurementContextScheme,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Medium confidence,Rapid status confidence category indicating mixed evidence or reliance on trend metrics supplemented by some abundance information.,,,,Rapid status confidence scheme (inScheme) [https://w3id.org/gcdfo/salmon#RapidStatusConfidenceScheme],https://w3id.org/gcdfo/salmon#RapidStatusConfidenceMedium,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RapidStatusConfidenceMedium,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Method Unknown/Inconsistent,Survey/analytical methods not adequately identified/consistent,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#MethodUnknown,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MethodUnknown,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Metric benchmark,"Benchmark value for a metric that helps delineate status zones (for example, the limit reference point for absolute abundance).","Pestal, G. et al. (2023). State of the Salmon: Rapid Status Assessment Approach for Pacific Salmon under Canada’s Wild Salmon Policy.","Pestal, G. et al. (2023). State of the Salmon: Rapid Status Assessment Approach for Pacific Salmon under Canada’s Wild Salmon Policy.",https://publications.gc.ca/site/eng/9.928944/publication.html,information content entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000030],https://w3id.org/gcdfo/salmon#MetricBenchmark,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#MetricBenchmark,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Natural-origin,Individuals that are born and reared in the wild (natural environment).,DFO. (2018). Review of genetically based targets for enhanced contributions to Canadian Pacific Chinook Salmon populations. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2018/001. (Erratum: October 2023),DFO. (2018). Review of genetically based targets for enhanced contributions to Canadian Pacific Chinook Salmon populations. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2018/001. (Erratum: October 2023),,Salmon origin (broader) [https://w3id.org/gcdfo/salmon#SalmonOrigin]; Salmon Origin Scheme (inScheme) [https://w3id.org/gcdfo/salmon#SalmonOriginScheme],https://w3id.org/gcdfo/salmon#NaturalOrigin,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#NaturalOrigin,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Number of Visits,Insufficient number of survey visits,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#NumberOfVisits,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#NumberOfVisits,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Observed rate or abundance,"A measurement datum representing an empirically observed rate, count, or abundance derived from monitoring or survey data.",,,,measurement datum (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000109],https://w3id.org/gcdfo/salmon#ObservedRateOrAbundance,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ObservedRateOrAbundance,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Ocean age dimension,Age value represents years spent in the marine environment.,,,,Age dimension (broader) [https://w3id.org/gcdfo/salmon#AgeDimension]; Age dimension scheme (inScheme) [https://w3id.org/gcdfo/salmon#AgeDimensionScheme],https://w3id.org/gcdfo/salmon#OceanAgeDimension,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#OceanAgeDimension,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Ocean phase,Phase of the salmon life cycle or assessment period occurring in the marine environment.,,,,Life phase (broader) [https://w3id.org/gcdfo/salmon#LifePhase]; Life phase scheme (inScheme) [https://w3id.org/gcdfo/salmon#LifePhaseScheme],https://w3id.org/gcdfo/salmon#OceanPhase,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#OceanPhase,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Peak Count Analysis,Uses the peak survey (live ± dead variants) as the season estimate/index.,,,,Escapement Estimate Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateMethodScheme]; Estimate Method (broader) [https://w3id.org/gcdfo/salmon#EstimateMethod],https://w3id.org/gcdfo/salmon#PeakCountAnalysis,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#PeakCountAnalysis,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
PercentChangeMetric,WSP percent-change metric measuring generational abundance change used in rapid status decision logic.,Source documented in WSP integration proposal,Source documented in WSP integration proposal,https://github.com/sos-program/WSP-Metrics-Pkg,Observed rate or abundance (subClassOf) [https://w3id.org/gcdfo/salmon#ObservedRateOrAbundance],https://w3id.org/gcdfo/salmon#PercentChangeMetric,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#PercentChangeMetric,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Policy framework,"A policy, legal, or governance framework that defines how salmon status metrics, benchmarks, or reference points are set and interpreted.",,,,Policy framework scheme (inScheme) [https://w3id.org/gcdfo/salmon#PolicyFrameworkScheme],https://w3id.org/gcdfo/salmon#PolicyFramework,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#PolicyFramework,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Policy framework scheme,"Controlled vocabulary for policy and governance frameworks referenced by salmon assessment metrics and benchmarks (e.g., WSP, PA).",,,,,https://w3id.org/gcdfo/salmon#PolicyFrameworkScheme,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#PolicyFrameworkScheme,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
